Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R007319,218527218010,867702,9/8/2015,"$389,000",001588 SHEPHERDS LN,GLENWOOD,TWO STORY WITH BASEMENT,2002,4,3.25,2238,Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN PUD Lot: 46 FILING 2
R041609,218527223031,871993,12/30/2015,"$380,000",001489 TEETERS LN,GLENWOOD,TWO STORY WITH BASEMENT,2005,4,3.25,2238,Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN PUD FILING 6 Lot: 31
R530009,211934420003,863039,5/21/2015,"$440,000",000835 STONERIDGE CT,GLENWOOD,TRI LEVEL,1993,3,3.5,2238,Section: 34 Township: 5 Range: 89 Subdivision: STONERIDGE SUBDIVISION Lot: 3
R043473,239501329257,873981,2/18/2016,"$588,000",000203 RIVER VISTA,GLENWOOD,TWO STORY,2015,3,3,2276,"Quarter: SW Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD, PHASE II, FILING 1, 2 & 3 Block: 3 Lot: 257 AMENDED PLAT OF BLOCK 3 OF PHASE II, IRONBRIDGE PLANNED UNIT DEVELOPMENT PHASE II, FILINGS 1, 2, & 3 RECEPTION # 851641"
R008660,218509409009,876632,4/29/2016,"$455,000",000829 PITKIN AVE,GLENWOOD,ONE WITH HALF STORY,1908,4,2.5,2285,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 40 Lot: 15 AND:- Lot: 16
R008613,239515312016,857405,12/19/2014,"$479,000",000082 OLD MIDLAND DR,GLENWOOD,TWO STORY,2003,3,2.75,2288,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 16 2ND AMENDED PHASE 1, F4B."
R540039,218522314037,879037,6/29/2016,"$500,000",001057 PARK WEST DR,GLENWOOD,BI LEVEL,1994,4,2.75,2304,Section: 22 Township: 6 Range: 89 Subdivision: PARK WEST SUBDIVISION Lot: 37
R080260,239515405020,877269,5/16/2016,"$460,000",000025 E SOPRIS CT,GLENWOOD,ONE STORY WITH BASEMENT,1994,4,2.5,2306,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 20 AREA 5 EAST SOPRIS CT.
R312267,218515202011,853446,9/3/2014,"$335,000",001641 LINCOLNWOOD DR,GLENWOOD,ONE STORY WITH BASEMENT,1978,3,2,2364,Section: 15 Township: 6 Range: 89 Subdivision: LINCOLNWOOD SUB 1-3 Block: 2 Lot: 7 PT OF LOT 6
R312298,218509417009,850904,7/1/2014,"$465,000",000926 PALMER AVE,GLENWOOD,TWO STORY,1996,3,2.5,2364,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 28 Lot: 13 AND:- Lot: 14
R031271,218516111005,851722,7/23/2014,"$370,000",000110 PARK DR,GLENWOOD,ONE STORY WITH BASEMENT,1951,4,2.75,2376,Section: 16 Township: 6 Range: 89 Subdivision: SOUTH PARK SUB. Block: 1 Lot: 5
R312253,218522313022,864502,6/24/2015,"$452,000",001108 WESTLOOK DR,GLENWOOD,SPLIT LEVEL,1997,3,3.5,2376,Section: 22 Township: 6 Range: 89 Subdivision: SOPRIS STATION SUBD TRACT F Lot: 22
R530011,211934420005,862377,5/5/2015,"$430,000",000839 STONERIDGE CT,GLENWOOD,ONE STORY WITH BASEMENT,1991,3,3,2382,Section: 34 Township: 5 Range: 89 Subdivision: STONERIDGE SUBDIVISION Lot: 5
R083630,239501230033,878654,6/17/2016,"$587,000",1651 RIVER BEND WAY,GLENWOOD,ONE STORY,2016,2,2.5,2394,Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PHASE III Lot: 33 FILING 1
R083630,239501230033,878654,6/17/2016,"$587,000",1651 RIVER BEND WAY,GLENWOOD,ONE STORY,2016,2,2.5,2394,Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PHASE III Lot: 33 FILING 1
R043475,239501329259,867386,8/27/2015,"$542,000",000155 RIVER VISTA,GLENWOOD,TWO STORY,2014,3,3,2398,"Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD, PHASE II, FILING 1, 2 & 3 Lot: 259"
R010182,211934407020,867433,8/27/2015,"$474,000",000580 MEL RAY RD,GLENWOOD,TWO STORY WITH BASEMENT,2005,4,2.5,2403,Section: 34 Township: 5 Range: 89 Subdivision: WESTERN HILLS SUB. Block: 7 Lot: 13
R043505,239501429289,878227,6/8/2016,"$526,100",001291 RIVER BEND WAY,GLENWOOD,TWO STORY,2016,3,3,2407,"Quarter: SE Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD, PHASE II, FILING 1, 2 & 3 Block: 2 Lot: 289 AMENDED PLAT OF BLOCK 2 OF PHASE II, IRONBRIDGE PLANNED UNIT DEVELOPMENT PHASE II, FILINGS 1, 2, & 3 RECEPTION # 851641"
R007591,239515311010,868853,9/28/2015,"$480,000",000068 BEAVER CT,GLENWOOD,TWO STORY,2001,4,2.5,2408,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 12 AREA 2 SECOND AMENDED FLG 4
R312198,211935408014,858491,1/21/2015,"$439,500",000709 SILVER OAK DR,GLENWOOD,ONE STORY WITH BASEMENT,2007,3,2.5,2412,Section: 35 Township: 5 Range: 89 Subdivision: GLENWOOD HIGHLANDS EST AMD Lot: 14
R312198,211935408014,864666,6/24/2015,"$540,000",000709 SILVER OAK DR,GLENWOOD,ONE STORY WITH BASEMENT,2007,3,2.5,2412,Section: 35 Township: 5 Range: 89 Subdivision: GLENWOOD HIGHLANDS EST AMD Lot: 14
R010165,211934319025,854101,9/26/2014,"$505,000",000198 CREEKSIDE CT,GLENWOOD,ONE WITH HALF STORY,1993,3,3.5,2434,Section: 34 Township: 5 Range: 89 Subdivision: MITCHELL CREEK PROJECT FIL #1 Lot: 16 AND:- Lot: 17
R007583,239515311002,853690,9/9/2014,"$460,000",000073 BEAVER CT,GLENWOOD,TWO STORY,2001,3,2.5,2453,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 2 AREA 2 SECOND AMENDED FLG. 4
R007583,239515311002,864909,7/2/2015,"$470,000",000073 BEAVER CT,GLENWOOD,TWO STORY,2001,3,2.5,2453,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 2 AREA 2 SECOND AMENDED FLG. 4
R031532,218516114010,851747,7/23/2014,"$425,000",000325 PARK DR,GLENWOOD,ONE STORY WITH BASEMENT,1965,4,2,2460,Section: 16 Township: 6 Range: 89 Subdivision: SOUTH PARK SUB. Block: 4 Lot: 10
R031674,218510305002,859805,2/26/2015,"$268,000",000908 8TH ST,GLENWOOD,TWO STORY WITH BASEMENT,1913,4,1.75,2488,Section: 10 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 32 Lot: 1 THRU:- Lot: 4 E 50' OF LOTS 1 THRU 4
R020330,211935301010,855499,10/31/2014,"$425,000",000060 PTARMIGAN LN,GLENWOOD,BI LEVEL,1969,3,2.75,2500,Section: 35 Township: 5 Range: 89 Subdivision: CEDAR CREST SUB. Block: 1 Lot: 13
R007585,239515311004,867217,8/22/2015,"$465,000",43 BEAVER CT,GLENWOOD,TWO STORY,2007,4,2.5,2501,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 4 AREA 2 SECOND AMENDED FLG 4
R008606,239515312009,866653,8/7/2015,"$480,000",000129 OLD MIDLAND DR,GLENWOOD,TWO STORY,2008,4,3.25,2505,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 9 2ND AMENDED PHASE 1, F4B."
R031773,218521105009,865410,7/9/2015,"$397,000",000413 32ND ST,GLENWOOD,ONE STORY WITH BASEMENT,1951,4,1.75,2520,Section: 21 Township: 6 Range: 89 Subdivision: COLE SUB Block: 1 Lot: 8
R020223,211935301011,876513,4/28/2016,"$380,000",000042 PTARMIGAN LN,GLENWOOD,ONE STORY WITH BASEMENT,1970,2,1.75,2524,Section: 35 Township: 5 Range: 89 Subdivision: CEDAR CREST SUB. Block: 1 Lot: 14
R080139,239522204003,865478,7/13/2015,"$550,000",001100 SUN KING DR,GLENWOOD,ONE STORY,1996,3,2.7,2526,Section: 22 Township: 7 Range: 89 Subdivision: OAK MEADOWS SUB. 3RD. Block: 2 Lot: 3
R042444,239515313036,852017,7/31/2014,"$461,700",000293 OLD MIDLAND SPUR,GLENWOOD,TWO STORY,2008,3,2.5,2528,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 36"
R020356,211934413015,869564,10/12/2015,"$431,200",000240 TANAGER DR,GLENWOOD,TRI LEVEL,1976,4,2,2532,Section: 34 Township: 5 Range: 89 Subdivision: CEDAR CREST SUB. Block: 6 Lot: 16
R020254,218505205004,868227,9/15/2015,"$500,000",000345 VISTA DR,GLENWOOD,ONE STORY WITH BASEMENT,1968,4,1.75,2532.5,Section: 5 Township: 6 Range: 89 Subdivision: VISTA HEIGHTS SUB. Block: 5 Lot: 4
R006391,218527316036,875441,3/31/2016,"$729,000",000267 MAROON DR,GLENWOOD,TWO STORY,2005,3,2.5,2552,Section: 27 Township: 6 Range: 89 Subdivision: FOUR MILE RANCH SUB Lot: 36
R312206,211935408022,865552,7/17/2015,"$550,000",000702 SILVER OAK DR,GLENWOOD,ONE STORY WITH BASEMENT,1990,3,2.5,2576,Section: 35 Township: 5 Range: 89 Subdivision: GLENWOOD HIGHLANDS EST AMD Lot: 22
R300110,186321200069,877912,5/27/2016,"$690,000",003726 151 COUNTY RD,GLENWOOD,ONE WITH HALF STORY,1993,3,2,2592,"Section: 21 Township: 3 Range: 87 A PARCEL SITUATED IN TR.44 SEC.20, & S2NW4 & N2SW4 OF SEC. 21 LYING NTHLY OF CENTERLINE OF CR 151"
R010086,239502103018,855629,11/3/2014,"$733,000",000156 MEADOW LN,GLENWOOD,TRI LEVEL,1978,4,2.75,2598,Section: 2 Township: 7 Range: 89 Subdivision: WESTBANK RANCH SUB. #3 Lot: 18
R010086,239502103018,866265,7/31/2015,"$735,000",000156 MEADOW LN,GLENWOOD,TRI LEVEL,1978,4,2.75,2598,Section: 2 Township: 7 Range: 89 Subdivision: WESTBANK RANCH SUB. #3 Lot: 18
R311203,218509100009,873088,1/26/2016,"$525,000",000503 LAUREL ST,GLENWOOD,ONE STORY WITH BASEMENT,1950,3,1.5,2603,Section: 9 Township: 6 Range: 89 TR IN LOT 2
R311104,218516116004,856638,11/24/2014,"$415,000",000413 N HYLAND PARK DR,GLENWOOD,ONE STORY WITH BASEMENT,1955,5,1.75,2604,Section: 16 Township: 6 Range: 89 Subdivision: HYLAND PK ADD (PT OF BLK 1-6) Block: 1 Lot: 4
R311645,218509307008,865417,7/6/2015,"$435,000",000605 W 12TH ST,GLENWOOD,ONE STORY WITH BASEMENT,1966,4,1.75,2604,Section: 9 Township: 6 Range: 89 Subdivision: WALZ SUB Block: 3 Lot: 8 EXCEPT N 16' OF EVEN WIDTH
R042454,239515313046,861294,4/8/2015,"$510,000",000627 OLD MIDLAND SPUR,GLENWOOD,ONE STORY WITH BASEMENT,2007,4,3,2612,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 46"
R080445,218535301005,854521,10/2/2014,"$500,000",000942 WESTBANK RD,GLENWOOD,BI LEVEL,1978,3,3,2636,Section: 35 Township: 6 Range: 89 Subdivision: WESTBANK RANCH SUB. #1 Lot: 5
R330059,218516200015,874423,3/4/2016,"$430,000",1703 MIDLAND AVE,GLENWOOD,TWO STORY,2001,3,2.5,2640,Section: 16 Township: 6 Range: 89 Subdivision: WEST BANK PROPERTIES Lot: 0 TR IN THE E1/2NW. EX A TR CONT 687 SQFT DESC IN BK 1171 PG 204.
R311212,218515202008,865156,7/1/2015,"$425,000",001643 LINCOLNWOOD DR,GLENWOOD,ONE STORY WITH BASEMENT,1977,4,2,2643,Section: 15 Township: 6 Range: 89 Subdivision: LINCOLNWOOD SUB 1-3 Block: 2 Lot: 8
R330050,218522302035,878028,6/1/2016,"$490,000",000989 BRUSH CREEK LN,GLENWOOD,BI LEVEL,1980,3,1.7,2658,Section: 22 Township: 6 Range: 89 Subdivision: GLENWOOD PARK SUB Lot: 35
R080280,239503200039,851248,7/7/2014,"$542,500",000170 PIEDMONT RD,GLENWOOD,ONE STORY WITH BASEMENT,1968,3,2.75,2661,Tract: 2 Section: 3 Township: 7 Range: 89 A PARCEL IN SAID TR.
R042648,239510409047,869652,10/20/2015,"$630,000",001440 HIDDEN VALLEY DR,GLENWOOD,TWO STORY,2013,5,2.5,2673,"Section: 10 Township: 7 Range: 89 Subdivision: SPRINGRIDGE RESERVE PUD, PHASE 1 Lot: 47"
R042624,239510109009,853848,9/19/2014,"$475,000",000177 SPRING VIEW DR,GLENWOOD,ONE STORY WITH BASEMENT,2011,4,3.5,2691,"Section: 10 Township: 7 Range: 89 Subdivision: SPRINGRIDGE RESERVE PUD, PHASE 1 Lot: 09"
R005641,218522415060,878938,6/22/2016,"$575,000",003955 SKY RANCH DR,GLENWOOD,ONE STORY WITH BASEMENT,2002,4,2.5,2693,Section: 22 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 60
R008608,239515312011,863640,5/29/2015,"$499,000",000010 OLD MIDLAND DR,GLENWOOD,TWO STORY,2003,3,2.5,2700,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 11 2ND AMENDED PHASE 1, F4B."
R042443,239515313035,863450,6/1/2015,"$525,000",000281 OLD MIDLAND SPUR,GLENWOOD,TWO STORY,2007,4,3,2702,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 35"
R031249,218509434011,867665,9/3/2015,"$450,000",001101 PALMER AVE,GLENWOOD,TWO STORY,1883,4,3,2705,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 7 Lot: 29 THRU:- Lot: 32
R312203,211935408019,851093,7/7/2014,"$492,500",000708 SILVER OAK DR,GLENWOOD,SPLIT LEVEL,1996,3,2.5,2709,Section: 35 Township: 5 Range: 89 Subdivision: GLENWOOD HIGHLANDS EST AMD Lot: 19
R311594,218509308005,856859,12/5/2014,"$460,000",001219 WALZ AVE,GLENWOOD,ONE STORY WITH BASEMENT,1970,4,2,2734,"Section: 9 Township: 6 Range: 89 Subdivision: WALZ SUB Block: 5 Lot: 6, Subdivision: YAJKO P.U.D. SUBDIVISION Lot: 1"
R312334,218516431001,879161,6/30/2016,"$725,000",002308 MIDLAND AVE,GLENWOOD,ONE STORY WITH BASEMENT,1976,3,2,2752,Section: 16 Township: 6 Range: 89 Subdivision: PIFFER MINOR Lot: 1
R011150,239501200039,876486,4/27/2016,"$575,000",004812 154 COUNTY RD,GLENWOOD,TWO STORY,1976,3,3,2754,Section: 1 Township: 7 Range: 89 A TR IN LOT 4
R041447,239512118130,877892,5/27/2016,"$615,000",000054 WILD ROSE DR,GLENWOOD,ONE STORY WITH BASEMENT,2007,3,3.5,2776,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 130 PHASE 1
R005621,218527115040,860288,3/12/2015,"$430,000",004012 SKY RANCH DR,GLENWOOD,TWO STORY WITH BASEMENT,2002,4,3.5,2780,Section: 27 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 40
R530047,211935303019,858058,1/8/2015,"$380,450",000090 ROCKLEDGE DR,GLENWOOD,ONE WITH HALF STORY,1972,4,2.5,2800,Section: 35 Township: 5 Range: 89 Subdivision: CEDAR CREST SUB. Block: 3 Lot: 1 ALL THAT PART OF LOT 2 BEG AT THE NE COR. OF LOT 2...
R530047,211935303019,866958,8/18/2015,"$497,000",000090 ROCKLEDGE DR,GLENWOOD,ONE WITH HALF STORY,1972,4,2.5,2800,Section: 35 Township: 5 Range: 89 Subdivision: CEDAR CREST SUB. Block: 3 Lot: 1 ALL THAT PART OF LOT 2 BEG AT THE NE COR. OF LOT 2...
R100110,239502406017,874790,3/9/2016,"$599,000",000732 HUEBINGER DR,GLENWOOD,ONE STORY,1998,4,3,2827,Section: 2 Township: 7 Range: 89 Subdivision: WESTBANK RANCH PUD #4 RESUB Lot: 17
R330429,218504306017,865960,7/28/2015,"$528,000",536 N TRAVER TRL,GLENWOOD,TWO STORY WITH BASEMENT,1990,4,3,2836,"Tract: C Section: 4 Township: 6 Range: 89 Subdivision: OASIS CREEK SUB,TRACT C,RE-SUB Lot: 17"
R043441,239501328248,867841,9/4/2015,"$667,000",000982 RIVER BEND WAY,GLENWOOD,TWO STORY WITH BASEMENT,2014,4,3.5,2874,"Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD, PHASE II, FILING 1, 2 & 3 Lot: 248"
R080339,239503201001,869875,10/28/2015,"$650,000",000007 MEADOW WOOD RD,GLENWOOD,ONE STORY,1990,3,2.5,2884,Section: 3 Township: 7 Range: 89 Subdivision: SUNLIGHT VIEW SUB. Block: 1 Lot: 1
R042460,239515313052,869145,10/9/2015,"$564,500",000382 SILVER KING CT,GLENWOOD,TWO STORY,2014,4,3.5,2919,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 52"
R031351,218509419004,856630,12/1/2014,"$665,000",000914 BLAKE AVE,GLENWOOD,TWO STORY,2006,2,2.5,2948,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 26 Lot: 7 AND:- Lot: 8
R041429,239512118113,858573,1/23/2015,"$483,000",000106 WILD ROSE DR,GLENWOOD,TWO STORY,2005,5,3,2958,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 113 PHASE 1
R007588,239515311007,852914,8/22/2014,"$426,000",000018 BEAVER CT,GLENWOOD,TWO STORY,2002,4,3.5,2966,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 9 AREA 2 SECOND AMENDED FLG 4
R007588,239515311007,877192,5/12/2016,"$520,000",000018 BEAVER CT,GLENWOOD,TWO STORY,2002,4,3.5,2966,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 9 AREA 2 SECOND AMENDED FLG 4
R041413,239512118097,871447,12/11/2015,"$615,000",000403 RIVER BEND WAY,GLENWOOD,TWO STORY,2006,5,4,2970,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 97 PHASE 1
R041449,239512118132,863651,6/1/2015,"$630,000",000010 WILD ROSE DR,GLENWOOD,TWO STORY,2005,4,3.5,2970,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 132 PHASE 1
R080310,239503200021,872665,1/19/2016,"$625,000",000408 VAN DORN RD,GLENWOOD,ONE STORY WITH BASEMENT,1968,3,2,3004,Section: 3 Township: 7 Range: 89 Subdivision: CHELYN ACRES Tract: 17
R330039,218522302045,868910,10/2/2015,"$418,000",001107 PARKWOOD LN,GLENWOOD,ONE WITH HALF STORY,1979,3,2.75,3012,Section: 22 Township: 6 Range: 89 Subdivision: GLENWOOD PARK SUB Lot: 45
R080880,239510208004,868063,9/15/2015,"$780,000",65 SPRINGRIDGE  CT,GLENWOOD,ONE STORY,2004,4,2.75,3033.5,Section: 10 Township: 7 Range: 89 Subdivision: SPRINGRIDGE PLACE SUB-DIV Lot: 4
R041479,239512118163,866329,7/30/2015,"$635,000",000108 RIVER BEND WAY,GLENWOOD,TWO STORY,2007,3,3.5,3054,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 163 PHASE 1
R043459,239501429075,854864,10/14/2014,"$665,000",001147 RIVER BEND WAY,GLENWOOD,TWO STORY,2008,3,3.5,3054,"Section: 1 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD, PHASE II, FILING 1, 2 & 3 Lot: 75"
R042465,239515313057,863690,6/3/2015,"$525,000",000322 SILVER KING CT,GLENWOOD,TWO STORY WITH BASEMENT,2007,3,3.5,3080,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 57"
R080094,239503106002,864504,6/24/2015,"$400,000",000162 DEER PARK CT,GLENWOOD,ONE STORY WITH BASEMENT,1980,3,2.5,3114,Section: 3 Township: 7 Range: 89 Subdivision: SUNLIGHT VIEW SUB. Block: 6 Lot: 2
R080094,239503106002,871661,12/18/2015,"$534,000",000162 DEER PARK CT,GLENWOOD,ONE STORY WITH BASEMENT,1980,3,2.5,3114,Section: 3 Township: 7 Range: 89 Subdivision: SUNLIGHT VIEW SUB. Block: 6 Lot: 2
R080155,239503203004,869755,10/26/2015,"$515,000",000039 SUNLIGHT DR,GLENWOOD,TWO STORY WITH BASEMENT,1978,6,3,3146,Section: 3 Township: 7 Range: 89 Subdivision: SUNLIGHT VIEW SUB. Block: 3 Lot: 4
R080046,239509100020,878278,6/10/2016,"$635,000",0479 126 COUNTY RD,GLENWOOD,ONE STORY WITH BASEMENT,2007,5,3.75,3147,"Section: 9 Township: 7 Range: 89 A PARCEL IN THE S1/2E1/2SW1/4NE1/4, ALSO IN THE W1/2N1/2E1/2NW1/4SE1/4 OF SEC. 4"
R010087,239502103016,875468,4/1/2016,"$620,000",000088 MEADOW LN,GLENWOOD,TRI LEVEL,2002,4,3,3183,Section: 2 Township: 7 Range: 89 Subdivision: WESTBANK RANCH SUB. #3 Lot: 16
R005658,218522415077,872679,1/12/2016,"$679,000",001810 OURAY RD,GLENWOOD,ONE STORY WITH BASEMENT,2008,4,3.5,3186,Section: 22 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 77
R311282,218509434008,853800,9/17/2014,"$488,000",001131 PALMER AVE,GLENWOOD,ONE STORY WITH BASEMENT,1915,4,2.25,3250,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 7 Lot: 17 THRU:- Lot: 19
R005624,218522415043,863656,6/4/2015,"$526,000",001809 OURAY RD,GLENWOOD,ONE STORY WITH BASEMENT,2001,4,2.25,3256,Section: 22 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 43
R006420,218509430015,851410,7/14/2014,"$500,000",001017 BENNETT AVE,GLENWOOD,TWO STORY WITH BASEMENT,2000,4,3.5,3286,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 15 Lot: 24 AND:- Lot: 25
R006420,218509430015,872879,1/21/2016,"$566,000",001017 BENNETT AVE,GLENWOOD,TWO STORY WITH BASEMENT,2000,4,3.5,3286,Section: 9 Township: 6 Range: 89 Subdivision: ORIGINAL TWNSTE. GLENWOOD Block: 15 Lot: 24 AND:- Lot: 25
R044324,239510409056,868656,9/29/2015,"$680,000",HIDDEN VALLEY DR,GLENWOOD,ONE STORY WITH BASEMENT,2015,3,2.5,3358,Section: 10 Township: 7 Range: 89 Subdivision: SPRINGRIDGE RESERVE PUD PHASE 3 Lot: 56
R044324,239510409056,868656,9/29/2015,"$680,000",HIDDEN VALLEY DR,GLENWOOD,ONE STORY WITH BASEMENT,2015,3,2.5,3358,Section: 10 Township: 7 Range: 89 Subdivision: SPRINGRIDGE RESERVE PUD PHASE 3 Lot: 56
R042457,239515313049,878128,6/7/2016,"$570,000",000418 SILVER KING CT,GLENWOOD,TWO STORY WITH BASEMENT,2007,4,3.25,3403,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH, FLG 4B, PHASE II Lot: 49"
R008621,239515312024,853374,9/5/2014,"$560,000",000082 HAYSTACK RD,GLENWOOD,TWO STORY,2007,3,3.5,3416,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 24 2ND AMENDED PHASE 1, F4B."
R008621,239515312024,871434,12/15/2015,"$610,000",000082 HAYSTACK RD,GLENWOOD,TWO STORY,2007,3,3.5,3416,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 24 2ND AMENDED PHASE 1, F4B."
R006366,218534116011,853439,9/9/2014,"$667,500",000077 SUNRISE CT,GLENWOOD,TWO STORY,2006,4,4.5,3439.8,Section: 27 Township: 6 Range: 89 Subdivision: FOUR MILE RANCH SUB Lot: 11
R530060,218505412003,860980,3/31/2015,"$430,000",001401 DONEGAN RD,GLENWOOD,ONE STORY WITH BASEMENT,1966,4,2.25,3484,Section: 5 Township: 6 Range: 89 Subdivision: CLOYD MINER SUBDIVISION Lot: 1
R080885,239503408009,859690,2/27/2015,"$670,000",000099 DEER VALLEY DR,GLENWOOD,TWO STORY,2000,4,3.5,3538,Section: 3 Township: 7 Range: 89 Subdivision: SPRINGRIDGE PLACE SUB-DIV Lot: 9
R080322,239521105007,863149,5/22/2015,"$460,000",000359 SUN KING DR,GLENWOOD,ONE WITH HALF STORY,1981,3,2,3584,Section: 21 Township: 7 Range: 89 Subdivision: OAK MEADOWS SUB. 3RD. Block: 3 Lot: 7
R005619,218527115038,864905,7/2/2015,"$608,900",004016 SKY RANCH DR,GLENWOOD,TWO STORY WITH BASEMENT,2001,4,3.5,3593,Section: 27 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 38
R530020,211934420014,867006,8/19/2015,"$589,000",000139 PTARMIGAN LN,GLENWOOD,ONE STORY WITH BASEMENT,1998,4,3,3600,Section: 34 Township: 5 Range: 89 Subdivision: STONERIDGE SUBDIVISION Lot: 14
R008619,239515312022,859067,2/6/2015,"$262,500",000142 HAYSTACK RD,GLENWOOD,ONE STORY WITH BASEMENT,2009,4,3.75,3618,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 22 2ND AMENDED PHASE 1, F4B."
R008619,239515312022,865503,7/15/2015,"$599,000",000142 HAYSTACK RD,GLENWOOD,ONE STORY WITH BASEMENT,2009,4,3.75,3618,"Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 22 2ND AMENDED PHASE 1, F4B."
R330235,218516202004,868319,9/21/2015,"$589,000",001306 WALZ AVE,GLENWOOD,SPLIT LEVEL,1980,5,3.5,3626,Section: 16 Township: 6 Range: 89 Subdivision: RED MTN. TERRACE SUB. Lot: 4
R007590,239515311009,860984,3/31/2015,"$489,000",000048 BEAVER CT,GLENWOOD,TWO STORY,2003,4,3.5,3660,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Lot: 11 AREA 2 SECOND AMENDED FLG 4
R005650,218522415069,878042,5/27/2016,"$595,000",003950 SKY RANCH DR,GLENWOOD,TWO STORY WITH BASEMENT,2004,6,4.5,3704,Section: 22 Township: 6 Range: 89 Subdivision: PARK EAST SUBDIVISION Lot: 69
R330335,218504202005,863920,6/8/2015,"$791,500",000816 N TRAVER TRL,GLENWOOD,TWO STORY WITH BASEMENT,1994,4,3.5,3722,Section: 4 Township: 6 Range: 89 Subdivision: OASIS CREEK SUB AMENDED Block: 2 Lot: 5
R041424,239512118108,862422,4/29/2015,"$710,000",000192 WILD ROSE DR,GLENWOOD,ONE STORY WITH BASEMENT,2008,4,3.5,3742,Section: 12 Township: 7 Range: 89 Subdivision: IRONBRIDGE PUD Lot: 108 PHASE 1
