Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Classification,Architectural Style,Actual Year Built,Bedrooms,Baths,Heated Area,Legal
R044565,217704439008,876526,4/27/2016,"$169,000",000136 W 26TH ST,RIFLE,Townhome,TWO STORY,2007,3,2,1379,Section: 4 Township: 6 Range: 93 Subdivision: WILLOW RANCH SUB-DIV AMENDED FLG. 1 Lot: 4B A RESUB OF PARCEL A & B
R007747,217704433008,876234,3/29/2016,"$134,000",002515 MEADOW CIR,RIFLE,Townhome,TWO STORY,2004,3,2.5,1416,"Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS PH. 3 UNIT 8, AMENDED PLAT CREEKMEADOWS WEST TOWNHOMES PH.2, A RESUB OF LOT A OF CREEKMEADOWS WEST SUB FLG 3. & LOT C-10 CREEK MEADOWS PUD PH. 3."
R007747,217704433008,868328,9/23/2015,"$133,000",002515 MEADOW CIR,RIFLE,Townhome,TWO STORY,2004,3,2.5,1416,"Section: 4 Township: 6 Range: 93 Subdivision: CREEKMEADOWS PH. 3 UNIT 8, AMENDED PLAT CREEKMEADOWS WEST TOWNHOMES PH.2, A RESUB OF LOT A OF CREEKMEADOWS WEST SUB FLG 3. & LOT C-10 CREEK MEADOWS PUD PH. 3."
R082978,217704355001,869461,10/19/2015,"$175,000",652 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082978,217704355001,858946,1/30/2015,"$2,200,000",652 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082979,217704355002,873195,2/3/2016,"$178,000",654 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082979,217704355002,858946,1/30/2015,"$2,200,000",654 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082981,217704355004,865564,7/17/2015,"$145,000",658 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082981,217704355004,858946,1/30/2015,"$2,200,000",658 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: K-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082982,217704356001,871413,12/15/2015,"$180,000",642 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082982,217704356001,858946,1/30/2015,"$2,200,000",642 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082983,217704356002,865150,7/8/2015,"$140,000",644 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082983,217704356002,858946,1/30/2015,"$2,200,000",644 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082985,217704356004,858946,1/30/2015,"$2,200,000",648 W 24 TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082985,217704356004,865974,7/28/2015,"$170,000",648 W 24 TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: J-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082986,217704357001,858946,1/30/2015,"$2,200,000",612 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082986,217704357001,869609,10/16/2015,"$175,000",612 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-1 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082987,217704357002,858946,1/30/2015,"$2,200,000",614 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082987,217704357002,868689,9/30/2015,"$163,000",614 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082988,217704357003,858946,1/30/2015,"$2,200,000",616 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-3 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082988,217704357003,870492,11/16/2015,"$167,000",616 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-3 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082989,217704357004,858946,1/30/2015,"$2,200,000",618 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082989,217704357004,862004,4/27/2015,"$149,900",618 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: G-4 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082992,217704354002,858946,1/30/2015,"$2,200,000",752 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082992,217704354002,865147,7/8/2015,"$145,000",752 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-2 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082993,217704354003,864783,6/30/2015,"$157,000",754 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-3 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082993,217704354003,858946,1/30/2015,"$2,200,000",754 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-3 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082995,217704354005,865850,7/24/2015,"$155,000",758 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-5 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R082995,217704354005,858946,1/30/2015,"$2,200,000",758 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,"Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 2 Lot: D-5 A RESUB OF THE ENCLAVE AT KNOLLRIDGE, PHASE 1 PARCEL A AND A RESUB OF KNOLLRIDGE EAST SUBDIVISION LOTS 6, 7, & 10"
R083237,217704358001,878258,6/10/2016,"$199,000",820 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-1
R083237,217704358001,858946,1/30/2015,"$2,200,000",820 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-1
R083238,217704358002,858946,1/30/2015,"$2,200,000",822 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-2
R083238,217704358002,876023,4/15/2016,"$192,000",822 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-2
R083240,217704358004,858946,1/30/2015,"$2,200,000",826 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-4
R083240,217704358004,875400,3/30/2016,"$190,000",826 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-4
R083241,217704358005,858946,1/30/2015,"$2,200,000",828 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-5
R083241,217704358005,876194,4/20/2016,"$199,000",828 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: A-5
R083242,217704359001,877203,5/13/2016,"$199,000",840 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-1
R083242,217704359001,858946,1/30/2015,"$2,200,000",840 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-1
R083243,217704359002,858946,1/30/2015,"$2,200,000",842 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-2
R083243,217704359002,878983,6/28/2016,"$195,000",842 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-2
R083244,217704359003,878120,6/7/2016,"$195,000",844 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-3
R083244,217704359003,858946,1/30/2015,"$2,200,000",844 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-3
R083245,217704359004,858946,1/30/2015,"$2,200,000",846 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-4
R083245,217704359004,877783,5/27/2016,"$199,500",846 W 24TH ST,RIFLE,Townhome,TWO STORY,2008,3,2.5,1417,Quarter: SW Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 3 Lot: B-4
R044589,217704350002,853612,9/12/2014,"$145,000",000732 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: E-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV. PARCEL A & 8 & 9
R044594,217704351002,858946,1/30/2015,"$2,200,000",000712 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: F-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044594,217704351002,868481,9/25/2015,"$165,000",000712 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: F-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044597,217704351005,878910,6/24/2016,"$199,000",000718 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: F-5 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044600,217704353002,858946,1/30/2015,"$2,200,000",000634 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: I-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044600,217704353002,877825,5/31/2016,"$180,000",000634 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: I-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044602,217704353004,853958,9/24/2014,"$145,000",000638 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: I-4 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R044604,217704352002,852850,8/22/2014,"$124,900",000624 W 24TH ST,RIFLE,Townhome,TWO STORY,2007,3,2.5,1417,Section: 4 Township: 6 Range: 93 Subdivision: ENCLAVE AT KNOLLRIDGE PH 1 Lot: H-2 A RESUB OF KNOLLRIDGE EAST SUB-DIV PARCEL A & 8 & 9
R006498,217704333001,852536,8/13/2014,"$104,920",000926 24TH ST,RIFLE,Townhome,TWO STORY,2000,3,2.5,1444,"Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Block: 2 Lot: 1 BLDG 5, PHASE 2."
R006498,217704333001,855091,10/20/2014,"$105,600",000926 24TH ST,RIFLE,Townhome,TWO STORY,2000,3,2.5,1444,"Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Block: 2 Lot: 1 BLDG 5, PHASE 2."
R006500,217704333003,865226,7/9/2015,"$118,500",000930 24TH ST,RIFLE,Townhome,TWO STORY,2000,3,2.5,1444,"Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Block: 2 Lot: 5 BLDG 5, PHASE 2"
R006506,217704333009,855722,11/6/2014,"$108,000",000960 24TH ST,RIFLE,Townhome,TWO STORY,2000,3,2.5,1444,"Section: 4 Township: 6 Range: 93 Subdivision: KNOLLRIDGE TOWNHOMES Block: 2 Lot: 1 BLDG 7, PHASE 2"
R361699,217704316006,874921,3/15/2016,"$138,000",000414 25TH ST,RIFLE,Townhome,TWO STORY,1998,3,2.5,1444,Section: 4 Township: 6 Range: 93 Subdivision: DETWEILER TOWNHOUSES Lot: F SUBLOT F
R045268,217704439027,870008,10/30/2015,"$150,000",170 W 26TH ST,RIFLE,Townhome,TWO STORY,2008,3,3.5,1463,"Section: 4 Township: 6 Range: 93 Subdivision: WILLOW RANCH SUB-DIV, FLG #2 Lot: 8A A RESUB OF PARCEL A1 & B1"
R007560,217704338004,855241,10/21/2014,"$135,000",000781 W 24TH ST,RIFLE,Townhome,TWO STORY,2001,3,1.5,1468,"Section: 4 Township: 6 Range: 93 DESC: RESUB OF PARKSIDE CONDOS AT KNOLLRIDGE, BLK 1, LOT 4. Subdivision: PARKSIDE TOWNHOMES AT KNOLLRIDGE Unit: D"
R008911,217704339002,879087,6/23/2016,"$162,500",000791 W 24TH ST,RIFLE,Townhome,TWO STORY,2002,3,1.5,1468,"Section: 4 Township: 6 Range: 93 DESC: RE-SUB OF LOT 5, BLK 1 PARKSIDE CONDOS AT KNOLLRIDGE Subdivision: PARKSIDE TOWNHOMES 4TH AMENDED Unit: I"
R042373,217716422003,876909,5/6/2016,"$123,000",000227 S 9TH ST,RIFLE,Townhome,TWO STORY,2005,3,2.5,1480,Section: 16 Township: 6 Range: 93 Subdivision: MAHOGANY MESA TOWNHOMES II Lot: 3
R082667,217709337012,854080,9/25/2014,"$153,000",1137 WHITERIVER AVE,RIFLE,Townhome,TWO STORY,2009,3,2.5,1484,Quarter: SW Section: 9 Township: 6 Range: 93 Subdivision: CREEKSIDE TOWNHOMES TRACT A Lot: 12 SECOND AMENDED LOTS 10 -15 REC# 788698
R361573,217709327017,862748,5/14/2015,"$68,400",001147 PARK AVE,RIFLE,Townhome,TWO STORY,1981,3,2.5,1497,Section: 9 Township: 6 Range: 93 Subdivision: FAIRVIEW TOWNHOUSES Lot: 17
R361574,217709327018,852907,8/21/2014,"$68,000",001145 PARK AVE,RIFLE,Townhome,TWO STORY,1981,3,2.5,1497,Section: 9 Township: 6 Range: 93 Subdivision: FAIRVIEW TOWNHOUSES Lot: 18
R082665,217709337010,862850,5/15/2015,"$163,000",1149 WHITERIVER AVE,RIFLE,Townhome,TWO STORY,2009,3,2.5,1516,Quarter: SW Section: 9 Township: 6 Range: 93 Subdivision: CREEKSIDE TOWNHOMES TRACT A Lot: 10 SECOND AMENDED LOTS 10 -15 REC# 788698
R363093,217709329001,854689,10/10/2014,"$130,000",001022 EAST AVE,RIFLE,Condo,CONDO,1982,3,2.5,1632,Section: 9 Township: 6 Range: 93 DESC: PH.1 BLDG 1 Subdivision: RIFLE CREEKSIDE CONDOS Unit: 7
R363095,217709329003,873514,2/5/2016,"$124,900",001026 EAST AVE,RIFLE,Condo,CONDO,1982,3,2.5,1632,Section: 9 Township: 6 Range: 93 DESC: PH.1 BLDG 1 Subdivision: RIFLE CREEKSIDE CONDOS Unit: 9
R360832,217709437008,860472,3/11/2015,"$90,000",000747 CLARKSON AVE,RIFLE,Townhome,TWO STORY,1980,3,2,1638,Section: 9 Township: 6 Range: 93 Subdivision: BARNETT P.U.D. Block: 1 Lot: 8
R360833,217709437007,860474,3/11/2015,"$90,000",000755 CLARKSON AVE,RIFLE,Townhome,TWO STORY,1980,3,2,1638,Subdivision: BARNETT P.U.D. Block: 1 Lot: 7
R043301,217709119002,852118,8/1/2014,"$165,000",759 E 17TH ST,RIFLE,Townhome,TWO STORY,2006,4,2,1752,"Section: 9 Township: 6 Range: 93 Subdivision: NORTH PASTURE FLG 1 Block: 3 Lot: 6B NORTH PASTURES 17TH ST. LOT 6 BLK 3 TOWNHOMES. RE-SUB OF LOT 6 BLK 3, FLG 1"
R009956,217709332013,855830,11/5/2014,"$165,000",000595 PARK AVE,RIFLE,Townhome,TWO STORY,2006,3,2,1836,Section: 9 Township: 6 Range: 93 Subdivision: PARK AVENUE VILLAS Lot: 13 AS REPLATED FROM TRAILSIDE WEST TOWNHOMES
R045073,217709329017,866205,7/30/2015,"$137,000",001018 EAST AVE,RIFLE,Condo,CONDO,2007,3,3.5,1920,"Section: 9 Township: 6 Range: 93 DESC: PHASE 1, AS PER SUPPLEMENTAL CONDOMINIUM MAP OF UNITS 1 THRU 6 Subdivision: RIFLE CREEKSIDE CONDOS Unit: 5"
R009953,217709332010,851332,7/11/2014,"$140,000",000581 PARK AVE,RIFLE,Townhome,TWO STORY,2006,3,3,2020,Section: 9 Township: 6 Range: 93 Subdivision: PARK AVENUE VILLAS Lot: 10 AS REPLATED FROM TRAILSIDE WEST TOWNHOMES
R009185,217710207015,863141,5/22/2015,"$249,000",001485 FIR CT,RIFLE,Townhome,ONE STORY W/ BSMT,2005,3,2.5,2108,"Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD HIGHLANDS TOWNHOMES Lot: 15 PHASE A, FOURTH AMENDED. LOT LINE ADJUSTMENT PLAT FOR LOTS 13-16."
R009182,217710207012,873859,2/17/2016,"$285,000",001471 FIR CT,RIFLE,Townhome,ONE STORY W/ BSMT,2005,3,2.5,2464,Section: 10 Township: 6 Range: 93 Subdivision: HOMESTEAD HIGHLANDS TOWNHOMES Lot: 12 PH A OF HOMESTEAD AT RIFLE PUD
R350421,217903325001,863255,5/29/2015,"$63,000",000695 N 7TH ST #1,SILT,Condo,ONE STORY,1980,2,1,768,Section: 3 Township: 6 Range: 92 DESC: PHASE 1 Subdivision: SKYLINE CONDO #1 Unit: 1
R350530,217903325013,867740,9/4/2015,"$70,000",000669 N 7TH ST,SILT,Condo,ONE STORY,1981,2,1,806,Section: 3 Township: 6 Range: 92 DESC: PH 2 Subdivision: SKYLINE CONDO #2 Unit: 3
R350560,217903325008,866894,8/14/2015,"$69,000",000679 N 7TH ST,SILT,Condo,ONE STORY,1982,2,1,806,Section: 3 Township: 6 Range: 92 DESC: UNIT (BLDG) 2 Subdivision: SKYLINE CONDO #3 Unit: 2
R350562,217903325010,853469,9/10/2014,"$88,266",000675 N 7TH ST #4,SILT,Condo,ONE STORY,1982,2,1,806,Section: 3 Township: 6 Range: 92 DESC: UNIT (BLDG)2 Subdivision: SKYLINE CONDO #3 Unit: 4
R350562,217903325010,856319,11/11/2014,"$59,900",000675 N 7TH ST #4,SILT,Condo,ONE STORY,1982,2,1,806,Section: 3 Township: 6 Range: 92 DESC: UNIT (BLDG)2 Subdivision: SKYLINE CONDO #3 Unit: 4
R350820,217903421014,870172,11/5/2015,"$194,900",001445 BALLARD AVE,SILT,Townhome,TWO STORY,1995,3,1.5,1224,Section: 3 Township: 6 Range: 92 Subdivision: STEVENS P.U.D. Block: 1 Lot: 5B E 1/2
R350820,217903421014,867776,9/8/2015,"$155,000",001445 BALLARD AVE,SILT,Townhome,TWO STORY,1995,3,1.5,1224,Section: 3 Township: 6 Range: 92 Subdivision: STEVENS P.U.D. Block: 1 Lot: 5B E 1/2
R009418,217904408082,863116,5/15/2015,"$187,500",000693 BRISTLECONE WAY,SILT,Townhome,ONE STORY,2006,3,2,1230,Section: 4 Township: 6 Range: 92 Subdivision: SPRUCE MEADOWS SUB Lot: 80 B
R009421,217904408085,874094,2/25/2016,"$194,000",000687 BRISTLECONE WAY,SILT,Townhome,ONE STORY,2006,3,2,1230,Section: 4 Township: 6 Range: 92 Subdivision: SPRUCE MEADOWS SUB Lot: 82 A
